TransactionAmount,TransactionType,MerchantCategory,Location,DeviceType,SpendingDeviationScore,VelocityScore,GeoAnomalyScore,PaymentChannel
61.74,2,0,2,1,0.44,12,0.66,2
1253.88,0,6,7,2,-0.79,1,0.41,0
57.97,1,4,3,2,0.2,14,0.11,0
135.44,1,5,1,3,-0.76,16,0.19,2
25.89,1,3,5,2,-1.32,15,0.51,0
1129.82,0,6,4,2,1.91,3,0.19,2
472.7,0,2,4,1,-0.92,5,0.96,3
420.36,1,2,5,0,1.23,17,0.89,3
393.35,1,6,7,3,-0.77,8,0.98,1
30.78,1,1,2,3,0.27,13,0.14,1
54.24,1,3,1,3,-0.56,4,0.97,0
59.64,3,3,6,0,1.36,5,0.16,0
107.07,1,7,2,0,0.51,16,0.44,0
417.91,3,0,6,0,-1.51,17,0.66,0
509.15,3,4,4,0,-2.58,1,0.72,2
4.03,1,0,6,0,-1.01,15,0.21,1
132.95,1,1,2,2,-0.19,13,0.73,1
30.98,2,5,1,2,0.65,4,0.1,1
14.91,2,1,5,0,0.49,8,0.79,1
20.66,2,4,5,3,0.33,15,0.59,2
67.34,1,5,4,3,0.07,3,0.43,0
313.49,3,3,0,1,0.02,16,0.68,2
900.3,0,7,4,1,-0.7,6,0.92,2
41.68,1,3,0,2,0.12,1,0.52,1
11.57,2,2,2,0,-0.48,2,0.78,1
275.35,3,5,5,3,1.19,13,0.24,0
25.0,1,6,1,0,-0.95,13,0.37,1
139.6,3,3,6,0,-0.18,19,0.63,2
925.33,0,6,3,3,-1.29,14,0.06,0
41.14,1,1,0,1,-0.12,8,0.06,1
725.34,3,1,0,0,1.6,1,0.07,2
350.68,3,3,7,3,0.87,18,0.72,2
38.94,2,6,3,1,-1.89,3,0.95,1
22.62,1,0,1,0,0.04,19,0.87,3
722.97,0,5,7,1,1.03,20,0.73,2
80.19,1,6,6,0,-0.63,9,0.84,2
11.21,1,4,2,0,0.64,16,0.93,3
71.43,2,3,1,0,-1.02,12,0.14,0
574.04,3,2,6,1,1.51,7,0.48,2
360.12,1,1,0,2,-1.37,10,0.49,3
463.16,3,1,5,1,0.39,20,0.32,2
8.67,1,4,6,3,-1.27,7,0.01,3
74.66,1,3,6,3,-0.67,6,0.46,3
34.02,3,0,3,0,-1.36,12,0.53,0
78.01,2,1,3,2,0.59,20,0.65,0
32.1,2,5,6,3,1.23,4,0.42,3
146.31,1,4,6,2,-0.28,20,0.85,2
301.78,3,1,3,1,0.21,6,0.21,3
379.81,3,5,0,0,-0.48,4,0.57,1
18.57,1,7,0,0,-1.48,4,0.12,2
144.17,3,2,6,2,1.91,16,0.32,0
16.13,2,4,6,2,0.32,5,0.38,2
20.4,2,2,7,1,-0.91,15,0.44,3
492.33,0,4,1,3,0.71,5,0.26,3
1582.88,0,3,0,0,0.07,17,0.66,3
15.54,2,3,1,3,0.68,9,0.11,0
1783.04,0,6,1,0,-0.5,4,0.36,3
7.51,1,6,1,0,0.39,5,0.84,0
1410.08,0,7,3,1,-0.16,10,0.13,1
451.08,0,4,1,1,2.06,13,0.61,0
154.83,3,1,5,2,-0.21,6,0.79,3
75.81,1,2,0,2,0.04,15,0.88,2
785.42,0,0,3,1,-0.8,12,0.3,1
7.79,1,5,7,1,1.31,8,0.6,3
9.81,2,7,2,1,-1.45,9,0.6,0
19.44,2,0,6,0,-0.52,5,0.03,0
31.31,2,7,0,0,0.84,12,0.82,3
10.19,2,6,5,0,-0.1,13,0.06,0
19.73,2,4,2,0,-0.9,12,0.93,3
0.01,0,4,3,2,1.42,17,0.09,1
42.07,2,5,0,0,0.45,9,0.86,0
11.58,2,5,0,1,0.64,2,0.2,2
272.95,3,1,7,0,0.77,11,0.26,3
11.28,2,5,0,2,0.35,19,0.61,0
31.09,2,1,7,1,-0.55,11,0.01,0
298.12,3,2,6,2,0.23,8,0.79,3
1228.96,0,3,7,3,-0.69,9,0.13,1
66.7,1,3,4,3,-1.52,8,0.36,3
320.27,3,0,6,1,-0.66,12,0.42,0
138.99,1,0,2,3,0.19,20,0.74,3
0.01,3,4,7,3,0.29,12,0.43,3
385.8,1,2,1,2,1.03,3,0.53,1
7.91,1,6,1,2,-0.32,15,0.54,0
184.12,1,3,4,0,-1.37,15,0.83,0
47.54,2,4,5,1,-1.03,12,0.87,3
1655.0,0,6,6,1,0.65,20,0.1,2
830.77,0,6,0,2,0.52,11,0.5,1
21.2,2,3,0,1,0.96,7,0.76,0
49.85,1,3,4,1,0.66,14,0.55,3
752.73,0,6,7,2,1.4,14,0.43,3
16.07,2,7,5,2,-0.17,14,0.82,3
16.47,2,3,3,3,-1.28,4,0.14,1
240.8,1,1,5,3,0.72,16,0.49,1
84.59,1,5,6,0,1.39,18,0.55,3
18.75,2,4,3,2,-0.68,3,0.93,3
62.04,1,0,7,3,0.33,12,0.46,2
9.84,2,2,6,2,-0.85,1,0.64,2
362.67,1,6,7,1,0.23,13,0.1,0
320.41,0,5,4,3,-1.15,17,0.86,3
221.21,3,7,6,1,0.83,1,0.81,1
37.99,2,7,3,2,-0.07,10,0.7,2
1275.87,0,5,4,2,0.29,15,0.28,0
604.23,0,2,3,0,-0.52,9,0.2,2
43.29,1,4,5,0,-0.18,16,0.02,3
11.57,2,5,4,0,1.84,10,0.59,0
162.91,3,0,1,1,0.67,2,0.87,3
26.54,2,6,7,2,0.29,14,0.52,2
61.53,1,7,4,3,0.64,13,0.34,3
873.98,0,4,2,0,-1.3,6,0.13,3
11.47,2,5,1,1,1.56,7,0.25,0
96.27,1,4,6,3,-1.21,12,0.24,2
51.73,2,5,1,3,-1.04,1,0.2,1
1314.86,0,7,7,1,-0.15,2,0.81,3
41.97,2,1,1,2,1.61,11,0.41,2
23.73,2,2,5,1,-0.99,17,0.63,2
889.74,0,3,2,3,0.64,2,0.54,2
1374.43,0,6,6,2,-1.74,11,0.87,0
577.72,3,3,4,1,-1.53,18,0.89,0
85.04,2,7,6,1,-0.71,6,0.53,0
845.83,0,3,0,1,-1.29,19,0.52,3
9.38,1,6,3,2,0.88,15,0.97,1
291.88,3,2,3,3,-0.02,5,0.32,2
1696.49,0,5,4,0,0.35,3,0.56,0
160.07,3,5,6,2,0.12,18,0.29,2
9.57,2,0,0,0,-1.08,20,0.15,3
72.14,1,0,1,1,-0.55,10,0.98,0
16.6,2,1,0,2,1.31,6,0.32,1
1438.14,0,2,1,0,-0.13,19,0.39,1
1253.46,0,7,3,1,0.23,18,0.35,2
333.99,3,2,2,2,0.59,10,0.74,3
1671.66,0,0,3,3,0.3,3,0.42,2
25.06,2,7,7,0,0.48,16,0.61,0
20.33,1,1,5,3,-0.83,10,0.83,0
11.46,1,6,4,1,-1.16,18,0.18,2
17.94,2,1,2,0,0.16,13,0.71,1
19.03,2,1,6,1,-1.27,7,0.53,0
150.52,3,0,1,2,-0.5,18,0.66,3
88.36,2,3,4,2,-1.11,7,0.19,1
432.69,1,7,3,2,-0.94,5,0.28,2
1018.49,0,2,6,1,0.12,14,0.65,2
25.67,2,7,5,2,0.55,6,0.9,3
36.73,1,3,3,2,-0.75,16,0.34,2
26.11,1,3,0,1,1.36,6,0.96,3
164.3,1,0,2,0,-1.12,4,0.66,2
519.44,0,4,3,1,0.73,19,0.81,2
44.65,1,1,7,0,0.04,16,0.1,3
13.45,2,7,7,3,-0.04,7,0.71,2
23.98,0,6,2,0,1.4,3,0.66,3
49.22,3,2,1,3,-0.65,17,0.21,2
39.14,2,2,5,0,-0.52,16,0.7,3
586.74,3,5,4,1,-0.96,8,0.14,1
471.87,3,4,7,1,0.46,7,0.55,2
18.08,2,1,2,1,-0.81,6,0.95,3
1142.77,0,4,7,2,0.41,13,0.9,3
15.82,2,4,5,3,1.88,12,0.75,2
511.82,0,1,1,2,-0.18,7,0.5,3
198.38,1,2,5,0,0.95,7,0.76,1
15.55,1,6,2,1,0.1,19,0.22,3
265.9,3,6,3,2,0.35,7,0.41,0
1694.38,0,4,4,1,1.49,2,0.6,0
27.52,2,1,3,0,1.27,7,0.84,1
12.59,1,1,1,1,0.98,10,0.1,0
11.53,1,4,2,1,0.42,18,0.1,3
220.61,3,0,6,3,1.72,17,0.92,1
788.49,0,2,7,1,1.1,17,0.11,1
278.21,3,2,3,3,-1.86,7,0.39,0
15.8,2,7,3,0,-0.42,6,0.5,2
1.19,1,7,7,0,-0.86,4,0.59,3
131.91,1,2,1,0,-1.01,20,0.88,2
211.48,1,7,5,1,0.21,12,0.77,2
791.34,0,0,1,2,2.32,17,0.17,0
75.07,2,2,1,2,-0.23,3,0.17,3
142.01,1,4,1,0,1.18,12,0.16,2
18.9,2,2,6,2,0.03,20,0.33,1
19.77,2,6,1,2,0.06,7,0.76,1
157.86,1,3,3,1,-0.08,8,0.66,3
8.99,1,6,3,3,-1.94,13,0.61,1
548.21,3,7,2,3,1.12,10,0.53,2
573.56,3,0,6,0,-1.73,14,0.52,1
57.33,3,4,4,0,0.04,2,0.37,0
1065.96,0,0,5,3,-0.93,3,0.77,2
1297.11,0,2,0,3,0.84,5,0.71,2
1456.84,0,6,7,1,-0.27,18,0.36,3
116.96,3,1,2,1,-0.14,1,0.03,0
787.3,0,7,3,3,-0.1,6,0.12,1
18.92,2,6,2,2,0.45,16,0.48,2
191.05,3,6,6,3,-1.13,16,0.76,2
50.98,1,7,5,3,-1.35,16,0.75,3
282.13,0,2,5,3,-2.81,18,0.06,1
82.32,3,0,3,2,-0.19,4,0.82,1
296.76,3,1,7,0,-0.76,12,0.97,3
470.24,0,2,3,0,1.57,13,0.68,1
0.01,0,5,4,0,0.29,9,0.86,0
259.8,3,0,0,3,0.66,18,0.97,3
52.76,2,2,5,1,0.59,18,0.77,0
277.12,3,4,4,3,0.57,17,0.25,3
70.27,2,4,4,2,-0.4,17,0.3,2
448.5,3,5,4,3,-0.05,3,0.93,1
5.45,1,2,7,1,1.07,14,0.04,1
34.16,1,3,2,1,-0.11,10,0.2,1
10.4,2,3,7,3,-0.75,20,0.77,0
456.59,0,2,1,3,-1.91,5,0.52,3
95.84,1,0,0,2,0.86,9,0.22,0
424.63,0,7,7,2,0.32,9,0.62,2
825.29,3,5,7,3,1.3,14,0.17,3
182.17,3,5,7,2,-0.23,20,0.8,2
530.55,3,7,0,0,-1.41,16,0.91,3
272.23,1,4,4,1,0.56,13,0.08,0
1534.52,0,7,0,0,1.63,14,0.05,3
199.71,3,0,7,2,0.59,16,0.05,0
0.01,3,1,5,3,0.05,19,0.39,3
1645.7,0,6,3,1,0.32,1,0.89,1
12.15,1,4,0,0,0.94,4,0.99,2
1337.36,0,6,5,3,-0.69,20,0.88,1
10.77,2,5,3,3,-2.52,4,0.94,3
96.04,3,7,1,0,-2.39,20,0.6,3
34.54,2,1,6,0,-1.49,8,0.03,3
545.98,0,6,7,3,0.52,11,0.42,2
452.93,3,5,2,1,1.91,13,0.3,0
475.3,0,1,6,0,-1.23,16,0.77,0
69.88,1,3,6,0,-0.39,2,0.4,2
286.76,3,4,3,2,0.61,15,0.47,0
30.59,1,0,4,1,-0.27,1,0.41,3
248.65,3,3,7,1,0.26,4,0.55,1
25.35,2,1,5,1,0.09,4,0.57,1
501.69,0,1,2,1,-0.75,18,0.81,1
898.61,0,0,0,3,-0.52,12,0.61,3
798.26,0,5,5,0,0.01,11,0.85,0
40.44,2,0,4,0,-0.45,20,0.31,2
2.79,1,5,3,0,-2.41,11,0.99,3
192.42,1,2,3,3,0.39,18,0.35,3
1920.75,0,6,5,0,0.95,16,0.46,1
22.72,2,0,3,1,2.24,1,0.5,0
61.86,1,1,7,2,0.46,11,0.8,0
901.57,0,5,0,3,0.45,2,0.4,3
26.02,2,0,6,3,-0.09,13,0.72,0
1208.6,0,7,6,1,-0.43,8,0.72,3
1003.79,0,3,1,0,0.28,2,0.73,3
1692.6,0,6,0,3,-0.17,1,0.5,0
51.67,1,1,4,3,0.5,5,0.34,0
737.09,3,6,4,2,2.25,2,0.71,3
6.9,2,3,3,3,-1.73,17,0.2,3
131.21,3,4,7,1,0.25,14,0.01,2
155.58,3,0,0,3,-1.34,1,0.07,1
20.82,1,2,4,2,0.27,18,0.99,3
58.58,1,1,2,2,-0.38,5,0.84,2
36.92,2,2,1,3,-0.8,3,0.51,3
1239.17,0,3,4,1,0.03,9,0.61,2
21.55,2,6,7,3,-0.51,16,0.56,0
48.39,1,2,0,2,-0.26,18,0.59,3
620.87,0,4,2,1,-0.63,17,0.12,2
67.06,1,6,0,2,-0.13,13,0.45,3
73.14,1,3,0,2,0.32,10,0.35,0
9.76,2,6,6,3,-0.57,10,0.77,3
9.77,1,3,7,2,-0.27,16,0.92,2
40.94,1,0,5,2,-0.07,6,0.32,2
753.81,0,6,1,1,-1.34,5,0.26,1
26.72,2,0,1,1,-2.19,6,0.21,3
517.16,3,1,2,3,0.23,17,0.49,2
16.64,2,0,1,0,-0.42,2,0.8,0
65.08,1,3,5,1,-0.89,10,0.08,0
247.94,1,3,6,1,0.98,13,0.93,0
345.26,3,1,4,1,-1.07,9,0.18,2
290.71,3,3,4,3,-0.63,7,0.72,3
66.37,1,0,0,3,-0.08,17,0.53,3
11.24,2,3,1,0,0.59,2,0.31,0
1464.28,0,0,0,1,0.29,8,0.37,2
54.01,1,0,6,0,-0.43,9,0.35,2
67.67,1,7,1,2,0.93,4,0.65,0
446.29,3,6,6,2,-1.48,16,0.86,3
10.41,1,7,0,3,1.03,1,0.52,1
200.56,3,0,0,2,-0.24,6,0.47,1
16.59,1,5,4,2,0.84,8,0.71,3
1542.74,0,2,3,3,0.93,13,0.63,2
8.68,1,4,5,2,-0.07,18,0.95,2
34.66,1,4,3,1,-0.22,5,0.43,1
344.92,3,3,0,1,-0.42,20,0.34,0
992.72,0,7,1,0,0.49,3,0.6,3
54.29,1,0,6,3,0.4,16,0.8,0
17.83,2,4,6,3,1.29,11,0.09,1
12.66,2,7,7,0,1.01,19,1.0,2
24.96,2,0,7,0,1.81,10,0.77,3
26.85,2,4,6,3,-2.16,20,0.62,2
699.62,0,4,1,2,1.0,17,0.38,0
12.15,2,5,5,2,0.09,5,0.2,2
162.2,3,3,6,2,-0.06,7,0.6,0
463.21,1,4,6,3,-0.62,6,0.39,3
7.69,2,2,1,0,2.37,9,1.0,2
30.99,2,6,1,1,-1.43,2,1.0,0
696.62,3,0,1,3,0.25,16,0.55,0
190.28,3,3,2,0,0.41,8,0.47,2
108.87,1,0,2,2,0.24,11,0.06,1
33.37,1,5,2,3,-0.2,18,0.63,1
23.78,2,7,0,1,0.57,14,0.17,1
51.85,1,2,5,3,-1.16,2,0.57,2
94.01,1,5,2,2,-0.77,15,0.92,1
370.22,1,5,2,0,-0.28,14,0.61,0
50.32,1,7,3,1,1.31,6,0.17,1
1012.98,0,3,3,2,-0.01,10,0.03,3
65.81,3,7,7,1,-1.62,20,0.31,1
414.09,3,1,1,2,-0.94,18,0.91,0
124.17,1,4,5,3,-0.84,15,0.04,0
54.81,1,4,6,1,0.34,13,0.32,2
618.34,0,4,1,2,0.51,1,0.03,0
1012.01,0,1,5,1,-0.99,3,0.52,2
1050.0,0,4,7,3,-0.31,17,0.01,1
29.73,2,0,4,3,-0.86,13,0.13,2
77.5,1,3,7,2,0.27,6,0.12,0
9.98,1,3,3,1,1.37,20,0.86,2
661.01,0,1,1,2,-0.95,9,0.96,0
807.81,0,4,1,2,-0.07,3,0.23,2
994.29,0,0,6,2,-1.04,16,0.69,2
1057.42,0,0,4,3,-1.02,5,0.81,1
481.31,3,7,5,1,2.63,11,0.02,3
836.81,0,7,0,1,-0.18,12,0.29,2
12.0,2,2,0,1,2.01,7,0.63,3
192.99,3,6,5,3,1.32,7,0.96,3
132.04,1,3,6,3,1.67,2,0.23,2
1580.72,0,3,0,0,-1.92,13,0.5,1
11.66,2,5,7,3,1.05,13,0.42,1
774.55,0,2,3,2,-1.1,18,0.7,2
444.64,0,7,5,1,0.89,17,0.37,1
197.97,1,3,4,0,-1.4,20,0.15,2
444.27,3,6,5,2,-0.26,3,0.56,3
283.56,3,7,4,0,0.71,1,0.99,2
579.26,0,4,0,2,-0.54,18,0.16,0
333.06,3,7,1,0,0.34,20,0.51,1
42.62,2,1,4,3,-0.8,10,0.13,2
608.33,3,2,2,3,0.94,5,0.9,0
1465.35,0,5,0,0,0.07,2,0.84,3
863.33,0,4,5,2,-1.2,14,0.03,0
28.83,2,4,5,3,-1.04,18,0.02,1
971.0,0,7,3,2,2.28,10,0.25,1
42.64,3,7,3,1,-0.58,3,0.86,0
61.56,1,2,3,2,-1.0,9,0.07,2
306.95,3,6,4,1,0.25,8,0.32,2
12.17,2,4,6,0,-0.27,13,0.11,0
469.05,3,3,1,0,1.22,14,0.5,0
325.35,1,7,3,3,-0.39,5,0.08,3
4.45,2,5,0,2,-0.49,2,0.67,1
1656.36,0,6,0,3,-0.2,12,0.64,3
345.75,3,6,3,0,-0.82,16,0.85,3
692.51,0,6,4,3,0.89,8,0.08,3
17.91,3,4,7,2,1.65,6,0.61,2
1568.95,0,1,0,3,-0.48,18,0.29,2
0.01,3,4,7,3,1.13,13,0.3,3
960.77,0,7,2,1,-1.17,8,0.41,0
325.03,3,2,1,3,-0.77,5,0.45,3
373.71,3,2,0,3,0.33,13,0.71,0
590.98,3,3,7,2,-0.44,10,0.57,2
35.0,2,6,0,1,-0.12,3,0.05,2
630.53,0,3,1,3,0.06,12,0.45,2
157.48,1,6,3,3,0.52,14,0.09,1
525.97,3,3,5,2,-0.21,1,0.65,3
155.8,1,1,0,2,1.87,3,0.35,3
23.07,1,0,4,1,-0.16,17,0.52,2
14.33,2,5,1,3,-0.88,6,0.13,3
31.28,1,2,4,3,-0.67,2,0.38,3
1280.7,0,7,2,3,0.37,20,0.67,3
159.31,3,7,1,3,1.24,11,0.9,3
42.11,2,4,2,2,0.8,11,0.68,1
253.37,3,4,5,2,0.7,1,0.09,1
203.93,1,6,7,1,-1.86,19,0.39,3
800.74,0,3,5,2,-0.3,19,0.23,1
58.21,2,0,5,0,-0.17,14,0.93,1
90.42,1,0,6,0,-0.5,13,0.26,3
322.95,3,4,6,0,-0.56,7,0.07,3
27.65,2,1,6,0,1.05,13,0.55,2
41.27,1,0,3,3,-0.05,9,0.5,0
9.89,2,0,4,0,-0.97,6,0.63,0
259.08,3,7,7,0,-0.97,12,0.07,1
90.7,1,2,4,2,0.78,18,0.99,3
731.78,0,2,1,2,1.28,8,0.8,0
88.66,1,2,5,0,-0.14,15,0.4,1
296.13,3,1,0,2,0.36,17,0.28,0
36.54,2,4,6,0,1.69,5,0.55,1
708.46,0,6,2,0,-1.32,5,0.28,2
132.7,1,7,0,3,0.55,10,0.22,2
46.8,1,3,3,2,0.34,8,0.47,3
553.7,3,3,4,0,0.62,11,0.64,1
7.7,1,6,5,1,1.11,16,0.45,2
45.46,3,0,6,2,-0.19,15,0.47,1
21.05,1,5,5,3,0.46,3,0.12,0
137.55,1,2,4,2,-0.58,15,0.42,0
20.56,1,6,2,1,0.92,11,0.92,3
98.72,1,7,4,2,-0.56,9,0.49,0
27.44,3,1,1,0,0.73,3,0.01,2
32.43,2,5,5,0,0.3,5,0.96,3
14.26,2,3,7,3,0.23,18,0.47,3
115.59,1,4,3,2,-0.36,8,0.86,1
335.67,3,4,7,1,1.24,9,0.36,1
148.52,1,7,2,1,0.03,19,0.85,1
20.47,2,4,3,2,-1.67,19,0.72,1
223.87,3,2,2,2,0.22,16,0.83,3
1185.32,0,1,7,0,-0.25,19,0.83,1
480.42,3,0,2,3,-0.68,16,0.91,3
19.93,2,6,0,0,0.36,5,0.45,3
205.87,3,7,3,2,-0.39,3,0.98,1
28.37,1,1,6,2,0.97,19,0.55,0
22.5,2,0,1,2,0.63,14,0.49,2
33.18,1,6,1,3,0.33,11,0.83,1
41.78,1,2,3,0,-0.3,20,0.45,0
274.35,3,3,2,2,0.26,19,0.31,0
16.22,2,6,6,3,2.24,4,0.59,1
105.61,1,0,3,2,1.23,2,0.95,1
1118.43,0,0,7,1,-0.45,18,0.63,3
462.85,3,3,2,0,-0.82,12,0.11,0
141.99,1,0,0,0,1.1,4,0.53,0
23.94,2,4,5,0,0.32,2,0.31,3
75.85,3,6,6,2,-0.22,15,0.77,3
135.87,1,0,0,0,0.04,1,0.48,3
33.92,2,3,5,0,0.8,2,0.33,3
13.37,2,0,5,1,0.98,19,0.52,0
336.88,3,3,7,2,-0.65,11,0.92,0
32.1,2,3,5,3,1.56,4,0.98,0
28.67,2,5,1,2,-0.48,15,0.08,2
22.22,2,1,2,3,0.8,16,0.31,3
19.32,2,0,1,2,0.19,14,0.4,2
359.12,0,5,5,3,-0.68,5,0.24,2
59.54,1,1,1,3,-0.26,8,0.08,3
6.38,2,7,3,1,2.07,18,0.58,3
6.85,2,5,2,3,-1.88,17,0.52,1
45.96,2,5,7,0,-1.01,13,0.7,2
103.86,1,7,3,2,-0.1,12,0.6,1
48.22,3,3,7,1,1.44,12,0.11,3
435.36,3,1,4,3,0.5,3,0.31,2
424.08,0,7,4,0,0.46,10,0.81,0
8.65,2,3,4,1,-0.03,11,0.24,2
353.13,1,1,1,3,0.44,4,0.83,1
18.5,2,1,5,2,-0.78,2,0.49,3
14.0,2,4,2,2,-0.57,9,0.8,1
176.0,1,3,1,1,-1.25,3,0.17,1
119.26,1,4,4,0,-0.35,4,0.31,0
21.22,2,3,5,1,-0.45,10,0.14,3
1371.45,0,1,6,2,-0.41,12,0.08,1
124.32,1,0,1,1,-0.87,14,0.39,3
336.88,3,6,2,1,-0.06,16,0.08,3
357.6,3,4,5,0,-1.37,4,0.37,3
541.76,3,5,3,3,-0.66,17,0.91,3
14.52,1,0,1,0,-3.18,15,0.47,0
600.31,3,6,3,0,-0.71,16,0.64,0
352.77,3,7,5,0,-0.47,1,0.65,1
48.14,2,4,5,2,-0.59,14,0.45,3
23.92,1,2,7,1,-2.37,6,0.82,2
43.73,3,6,2,0,-0.11,1,0.97,3
1199.95,0,0,1,2,-0.28,1,0.45,2
10.43,2,7,2,1,-1.27,11,0.47,1
590.45,3,5,3,1,-1.41,12,0.52,0
307.73,3,7,6,1,0.57,7,0.45,2
12.25,2,0,2,1,-2.48,17,0.78,0
1578.9,0,1,6,2,-1.27,15,0.75,2
7.88,2,6,4,2,-0.24,11,0.53,1
1.92,1,5,3,3,-1.25,9,0.23,3
852.23,0,3,5,3,1.35,12,0.94,3
408.58,3,2,1,1,2.5,7,0.05,1
11.09,2,3,1,3,-1.3,14,0.21,1
40.48,2,5,7,1,-0.26,17,0.34,2
128.37,1,7,4,0,1.23,2,0.75,1
447.76,3,3,7,2,0.89,2,0.11,0
0.01,3,0,4,3,1.72,18,0.08,0
248.08,3,7,0,2,-2.03,5,0.55,3
10.36,2,5,3,0,-0.59,11,0.76,1
23.95,2,2,4,2,-1.75,17,0.78,3
204.65,3,1,0,3,0.68,3,0.45,3
1423.45,0,4,2,0,-0.47,11,0.41,3
867.89,0,0,1,1,0.15,19,0.33,3
11.85,2,7,4,1,0.44,17,0.44,2
267.54,3,2,0,2,-0.88,9,0.39,1
80.16,1,6,4,1,0.67,16,0.28,3
449.45,1,3,2,2,0.05,4,0.43,2
16.49,2,0,7,3,-1.28,9,0.21,2
0.01,0,7,6,3,1.05,2,0.46,2
16.83,2,0,4,0,1.96,15,0.05,2
69.0,2,1,4,1,-1.42,3,0.18,3
17.28,2,7,6,2,-1.27,2,0.47,2
0.01,3,6,0,1,-0.34,12,0.76,3
11.43,2,3,5,1,-1.51,8,0.8,3
5.16,1,5,6,3,-0.71,9,0.67,1
89.7,3,6,7,1,1.29,6,0.17,1
1755.3,0,1,4,1,0.08,9,0.35,3
221.82,0,3,3,3,-0.75,3,0.72,2
29.74,1,5,7,1,-0.74,3,0.14,3
0.01,3,7,6,0,-0.22,1,0.77,3
25.98,2,6,4,3,2.64,5,0.92,0
29.04,2,1,4,0,1.37,4,0.63,3
110.62,1,4,6,2,1.32,8,0.95,0
199.08,1,0,3,3,-0.31,11,0.86,1
78.62,1,3,4,3,-0.74,7,0.3,2
0.01,3,4,6,3,-0.12,20,0.58,2
150.0,1,6,4,0,0.55,5,0.77,3
28.95,2,0,7,2,-0.48,16,0.89,1
8.57,2,2,7,0,-0.09,17,0.65,1
27.42,1,3,0,0,-0.82,5,0.68,0
136.04,0,7,0,0,-0.44,12,0.09,3
236.97,1,7,0,1,-0.92,8,0.46,3
38.45,1,2,4,3,1.0,6,0.47,2
142.53,0,0,4,1,-1.12,18,0.86,1
46.37,2,2,6,1,0.03,6,0.46,2
542.77,3,6,6,0,1.36,2,0.75,1
25.66,2,6,5,2,0.8,17,0.89,1
179.48,1,4,5,1,0.04,6,0.73,0
505.76,3,7,1,0,-0.54,14,0.7,0
24.03,2,7,1,0,-1.16,2,0.55,0
90.33,1,5,3,1,-0.65,15,0.05,1
16.91,2,2,2,0,1.93,8,0.87,1
1976.51,0,6,4,1,0.58,8,0.87,3
110.67,3,1,3,2,1.84,16,0.67,1
499.48,3,2,1,1,0.45,5,0.93,3
6.77,2,3,3,3,-0.12,10,0.51,1
271.2,3,5,3,0,-0.22,4,0.68,1
487.8,3,6,3,3,-0.56,9,0.08,3
611.15,0,1,5,3,1.0,17,0.59,0
37.43,1,7,7,2,1.26,16,0.11,3
471.0,3,2,1,3,-0.03,14,0.21,3
240.75,1,3,4,0,0.47,13,0.39,3
228.51,3,4,0,1,0.32,13,0.91,2
15.84,2,6,1,1,1.42,12,0.24,1
114.32,1,3,2,1,-0.15,11,0.86,2
458.13,3,3,1,3,-0.66,18,0.08,1
19.94,2,3,0,3,-0.32,7,0.7,1
803.87,0,7,5,3,0.61,5,0.76,1
698.0,0,0,0,0,-0.41,7,0.44,2
373.32,3,0,5,1,-2.19,17,0.0,3
1011.72,0,5,7,2,-0.78,14,0.77,1
1.55,1,4,3,0,1.29,16,0.66,2
82.98,1,6,1,0,-0.2,3,0.03,2
94.99,3,2,3,2,-1.65,14,0.59,3
14.69,2,7,7,1,-1.12,7,0.32,0
15.78,2,4,2,0,0.06,3,0.03,1
27.82,2,5,3,3,-1.63,15,0.48,1
79.39,1,3,7,3,0.43,3,0.47,2
46.11,1,4,7,0,-0.72,12,0.65,2
520.31,3,3,4,2,0.6,17,0.26,3
490.72,3,7,3,0,0.53,10,0.3,2
13.15,2,6,0,0,-1.36,6,0.4,2
322.51,0,4,4,3,0.8,16,0.86,2
11.6,2,7,3,0,0.65,4,0.43,0
42.44,1,0,2,3,0.39,13,0.36,2
39.07,3,3,3,2,-1.0,6,0.51,3
56.4,1,4,1,0,-0.81,15,0.21,3
477.09,3,0,5,2,0.61,5,0.77,3
532.59,3,1,7,2,-0.28,8,0.56,3
1420.27,0,1,0,1,-0.64,16,0.83,3
22.04,2,6,0,2,0.33,20,0.41,1
24.27,2,7,4,1,-0.05,18,0.08,1
224.63,1,5,5,2,-1.68,14,0.44,2
97.79,1,7,5,2,-2.97,19,0.67,3
47.51,2,2,4,0,0.77,4,0.5,0
5.85,2,1,7,2,-0.52,10,0.04,1
14.38,2,7,7,1,-0.19,10,0.94,0
56.72,2,3,0,1,0.16,1,0.28,1
508.0,3,3,1,2,1.14,1,0.01,1
7.1,1,5,4,2,1.59,7,0.51,1
27.12,2,4,5,2,-1.35,8,0.08,3
90.85,3,6,0,2,-0.04,13,0.06,3
239.98,1,6,3,1,-0.48,12,0.75,2
23.5,1,0,7,0,-0.57,1,0.03,2
18.61,2,4,4,2,-1.34,20,0.6,2
185.9,3,7,0,2,0.67,16,0.03,3
890.89,0,2,1,0,0.38,8,0.8,0
269.17,3,1,2,3,-1.19,2,0.29,1
143.9,1,7,3,1,0.8,20,0.81,1
5.27,2,0,5,0,-0.18,10,0.99,1
936.99,0,7,3,1,-0.27,1,0.62,3
238.55,1,4,4,3,-0.25,5,0.61,0
254.29,3,5,3,2,-0.7,8,0.46,1
