TransactionAmount,TransactionType,MerchantCategory,Location,DeviceType,SpendingDeviationScore,VelocityScore,GeoAnomalyScore,PaymentChannel,Target
64.06,2,7,7,2,0.36,1,0.06,1,1
48.45,2,1,0,2,1.03,14,0.45,1,1
48.24,2,0,0,0,-0.66,6,0.46,3,1
188.17,3,0,4,2,-2.15,5,0.11,2,1
40.5,1,1,6,1,1.1,16,0.95,1,1
204.76,3,5,1,3,-1.04,19,0.48,2,1
538.8,3,4,3,3,-0.12,16,0.15,0,1
405.93,3,3,4,2,-1.48,14,0.2,0,1
8.88,2,2,2,1,-1.12,17,0.25,3,1
423.35,1,1,4,3,0.43,11,0.13,3,1
501.88,3,5,6,0,-1.61,20,0.46,2,1
1091.53,0,4,5,0,0.51,12,0.18,3,0
424.62,3,1,7,0,0.75,11,0.37,0,1
7.07,1,2,4,0,1.97,17,0.36,0,1
218.46,1,3,2,3,-0.69,2,0.65,2,1
1590.56,0,1,3,0,-0.24,6,0.77,1,0
8.24,1,6,0,2,-0.37,8,0.43,1,1
32.66,2,3,3,1,-1.16,2,0.09,3,1
17.69,2,4,7,0,-0.31,13,0.01,2,1
0.01,3,5,3,1,-0.71,2,0.32,1,1
291.1,1,1,0,2,0.05,9,0.33,3,1
1523.88,0,0,7,3,0.67,2,0.88,2,0
1455.55,0,0,1,3,-1.6,5,0.92,1,0
33.14,1,1,0,0,1.0,11,0.81,2,1
36.12,1,3,2,0,-0.36,16,0.07,0,1
1591.14,0,1,2,2,0.58,10,0.65,3,0
478.6,3,6,6,3,0.41,2,0.33,3,1
41.75,2,4,5,0,0.05,11,0.02,3,1
20.08,2,5,0,0,0.5,8,0.07,0,1
22.47,1,1,0,3,1.38,3,0.47,0,1
252.34,3,1,5,2,1.79,2,0.28,2,1
1083.64,0,1,6,2,-0.85,20,0.91,2,0
11.58,1,1,5,3,-0.25,16,0.63,0,1
1164.23,0,1,5,3,-1.43,10,0.98,3,0
84.54,1,1,3,2,-1.74,11,0.48,2,1
16.13,2,5,0,0,0.07,3,0.05,2,1
139.69,2,6,0,3,0.36,15,0.45,2,1
1331.1,0,3,6,3,0.72,1,0.13,0,0
119.08,1,1,3,3,1.65,6,0.96,0,1
871.55,0,0,6,3,0.53,6,0.22,1,0
1413.52,0,5,0,3,-1.32,14,0.27,1,0
491.81,3,5,4,3,0.43,9,0.97,0,1
9.55,1,6,5,3,0.82,18,0.9,0,1
759.37,0,5,4,0,0.37,11,0.91,1,0
21.44,0,2,4,3,0.28,4,0.5,3,1
35.39,2,1,6,1,-1.08,7,0.67,0,1
40.22,2,0,7,1,0.13,12,0.87,3,1
399.55,0,5,4,2,0.8,8,0.99,0,0
5.42,1,4,6,3,0.88,13,0.39,3,1
127.19,1,0,2,1,0.97,1,0.33,3,1
237.2,3,7,1,3,-0.58,15,0.01,3,1
380.95,0,4,1,2,0.59,20,0.76,2,0
289.86,1,0,0,3,-0.86,11,0.25,3,1
248.08,3,5,4,1,-0.33,9,0.19,2,1
21.12,2,2,2,3,-0.4,20,0.32,3,1
60.28,2,5,2,3,-0.35,16,0.39,2,1
100.16,2,1,1,0,-0.8,7,0.1,2,1
169.3,3,6,6,1,-0.74,5,0.46,3,1
140.77,3,7,4,0,0.58,5,0.02,1,1
3.51,1,6,6,2,0.22,19,0.48,3,1
2458.72,0,1,6,1,-0.64,2,0.81,2,0
126.46,1,5,3,3,-0.64,3,0.6,3,1
7.21,1,3,6,1,1.13,19,0.47,2,1
17.1,3,6,7,2,-0.41,7,0.27,3,1
9.16,2,0,3,3,0.74,12,0.41,2,1
37.49,2,6,7,1,-0.9,5,0.54,0,1
10.65,2,0,4,3,1.1,8,0.36,2,1
1313.45,0,5,0,1,-0.23,8,0.01,2,0
0.01,0,6,7,1,0.12,2,0.5,1,1
1090.6,0,7,1,3,2.18,3,0.86,1,0
150.52,1,0,6,3,0.17,17,0.06,0,1
401.26,3,7,6,2,-0.76,15,0.33,2,1
10.32,1,2,5,1,-2.19,13,0.93,2,1
279.57,0,2,1,1,-0.34,8,0.12,2,0
1577.51,0,5,0,3,-1.61,7,0.59,2,0
25.33,1,4,7,0,-0.31,2,0.56,0,1
11.12,1,7,0,3,0.43,9,0.45,3,1
1246.4,0,5,4,0,-0.52,17,0.82,2,0
676.02,0,5,6,1,-0.71,18,0.29,0,0
1680.9,0,5,5,0,-0.8,15,0.09,0,0
148.11,1,4,6,1,-1.55,14,0.39,2,1
372.21,3,0,6,3,-0.47,10,0.15,2,1
210.9,1,7,6,0,-0.12,5,0.18,3,1
21.36,2,0,2,3,1.05,4,0.13,0,1
502.76,3,3,7,1,0.9,14,0.57,2,1
359.02,1,0,7,1,-0.07,18,0.48,1,1
25.2,2,1,2,2,0.23,9,0.32,1,1
6.52,1,7,2,3,1.27,1,0.73,1,1
15.67,2,3,0,0,-1.07,1,0.65,1,1
0.01,0,1,3,2,0.14,3,0.07,1,1
2.09,3,3,7,2,-0.98,8,0.2,1,1
889.13,0,0,3,0,0.24,9,0.97,3,0
482.01,3,1,0,1,0.7,7,0.01,1,1
35.15,2,6,5,0,-0.3,11,0.18,1,1
456.92,3,4,6,3,-0.31,5,0.65,3,1
1283.48,0,2,1,1,-0.33,8,0.04,1,0
421.99,3,7,4,0,-1.57,15,0.59,2,1
16.48,2,6,3,1,-0.52,8,0.27,0,1
105.41,1,2,0,1,-1.4,20,0.87,2,1
19.69,2,6,7,3,0.92,7,0.24,2,1
30.49,1,3,4,0,0.48,8,0.28,3,1
443.32,3,2,5,2,-1.34,17,0.42,3,1
246.08,1,7,3,3,1.1,11,0.79,1,1
88.23,0,5,0,2,-1.0,20,0.66,3,1
19.97,2,4,1,3,-0.23,8,0.81,1,1
236.83,1,7,2,3,-0.2,10,0.89,3,1
444.49,3,5,6,3,0.36,6,0.91,3,1
661.66,3,4,5,1,0.19,9,0.63,0,1
33.94,2,0,3,2,0.89,11,0.36,2,1
660.0,3,2,5,2,0.49,15,0.38,3,1
691.67,1,2,2,3,-0.78,1,0.69,2,0
11.92,2,5,7,0,0.71,7,0.8,1,1
617.35,0,5,7,0,-0.32,18,0.79,3,0
380.65,3,0,3,3,1.67,2,0.95,0,1
433.37,3,7,6,2,1.09,7,0.38,3,1
16.81,2,1,6,3,-1.63,16,0.02,2,1
26.88,2,0,1,3,1.22,16,0.77,1,1
19.14,2,6,5,3,-1.12,12,0.68,0,1
38.1,1,1,2,2,0.44,7,0.91,0,1
17.98,2,1,1,1,0.49,12,0.81,1,1
319.89,3,6,7,0,0.83,18,0.03,3,1
435.76,3,6,5,0,0.83,8,0.77,1,1
122.34,3,7,3,2,-0.13,15,0.14,0,1
23.57,2,2,6,0,-0.12,11,0.0,3,1
224.36,0,5,3,0,0.73,10,0.16,2,0
1604.46,0,2,1,1,0.67,7,0.67,0,0
60.34,1,0,1,3,0.57,14,0.1,1,1
13.43,2,3,6,1,-0.78,7,0.53,2,1
26.68,2,5,0,0,0.47,10,0.29,1,1
21.59,1,2,2,2,-0.36,15,0.39,2,1
6.25,2,0,7,0,0.86,7,0.4,3,1
10.03,1,5,0,1,1.07,3,0.87,2,1
15.75,2,3,5,2,0.16,8,0.17,1,1
729.22,0,4,5,0,-0.42,17,0.34,1,0
203.52,3,7,6,2,1.46,4,0.87,2,1
248.33,3,3,7,0,0.33,8,0.45,2,1
21.99,1,5,0,3,0.96,3,0.49,3,1
591.06,3,7,2,2,-1.61,18,1.0,3,1
43.23,2,0,0,2,-0.06,14,0.18,2,1
998.81,0,1,0,3,-0.3,16,0.88,2,0
9.33,2,5,0,0,1.11,11,0.87,0,1
0.01,3,7,6,0,-1.54,1,0.61,0,1
765.17,0,7,1,3,1.69,12,0.9,1,0
13.14,1,6,3,1,-0.36,18,0.44,3,1
1434.27,0,7,0,3,-0.96,18,0.12,3,0
1098.14,0,4,4,3,0.28,9,0.54,2,0
813.63,0,5,1,2,-0.24,19,0.48,2,0
1515.23,0,3,3,3,-0.16,2,0.99,0,0
45.64,1,7,4,0,-2.23,4,0.38,2,1
19.03,2,3,0,2,-0.45,16,0.05,3,1
128.35,1,0,5,0,0.06,9,0.78,0,1
1197.72,0,3,2,1,-0.63,2,0.4,3,0
424.15,3,6,5,2,1.33,9,0.41,3,1
592.18,3,7,6,3,-0.75,2,0.69,1,1
9.03,1,4,6,2,1.88,15,0.36,1,1
1118.52,0,6,3,1,0.98,7,0.81,1,0
1246.61,0,4,2,2,1.15,1,0.04,1,0
6.29,2,0,2,2,-1.34,5,0.07,3,1
34.23,2,0,4,2,-0.08,12,0.28,1,1
87.59,1,1,3,3,-1.04,15,0.76,2,1
35.66,2,7,6,3,-0.24,16,0.19,3,1
11.59,2,0,6,0,-1.81,16,0.01,2,1
219.13,1,7,1,2,-0.54,18,0.22,2,1
41.12,2,3,5,0,1.67,15,0.78,3,1
75.38,1,7,1,3,1.28,4,0.55,2,1
52.41,1,7,4,3,0.01,18,0.71,2,1
19.8,1,1,1,1,-0.44,9,0.42,0,1
0.01,0,0,1,2,1.89,9,0.47,1,1
235.35,3,6,2,1,0.61,12,0.31,2,1
14.25,1,3,1,0,1.68,7,1.0,0,1
11.19,2,7,5,3,-1.87,16,0.91,2,1
46.77,2,1,2,1,0.65,11,0.1,3,1
168.96,3,7,5,3,-0.39,20,0.97,0,1
246.75,3,0,7,1,1.12,6,0.12,1,1
1293.74,0,7,0,3,-0.78,20,0.33,2,0
1523.22,0,4,7,2,-0.2,20,0.0,3,0
51.24,2,0,6,1,-0.91,13,0.25,2,1
62.68,2,2,3,3,0.33,16,0.33,0,1
11.6,1,0,3,1,1.64,2,0.3,3,1
36.68,2,4,0,1,-0.61,9,0.81,2,1
1549.94,0,4,4,1,-0.65,1,0.75,2,0
827.67,0,2,6,0,0.85,19,0.28,0,0
656.89,0,0,3,3,0.59,10,0.22,2,0
140.75,0,6,3,0,0.58,17,0.99,1,1
33.69,2,6,3,3,-1.2,6,0.52,0,1
27.59,2,3,6,2,0.81,16,0.94,3,1
0.01,3,7,3,2,-0.22,8,0.3,2,1
506.26,3,6,4,3,-0.95,13,0.8,1,1
59.81,2,0,3,0,-0.91,5,0.27,1,1
32.93,2,5,6,1,-1.18,6,0.41,1,1
328.79,3,3,7,0,-0.91,1,0.35,3,1
19.46,2,4,1,2,-0.69,14,0.51,2,1
1112.1,0,3,7,0,1.43,15,0.34,3,0
16.29,3,1,0,1,1.5,16,0.45,1,1
39.41,3,3,6,3,0.33,8,0.94,0,1
11.9,1,5,3,3,1.03,18,0.72,1,1
133.5,1,6,3,0,0.66,3,0.66,3,1
250.56,3,1,4,2,0.5,7,0.51,0,1
353.58,3,7,3,1,0.42,19,0.84,3,1
928.11,0,1,6,2,1.14,7,0.85,2,0
60.05,0,5,6,3,0.84,18,0.44,1,1
140.27,1,4,7,2,-0.23,6,0.0,0,1
90.12,3,2,2,0,-2.54,12,0.51,0,1
1147.13,0,2,4,2,-0.18,3,0.31,2,0
136.85,0,5,5,2,-0.96,13,0.58,1,1
11.26,1,7,0,0,0.3,5,0.65,2,1
1218.33,0,0,1,2,1.03,11,0.23,2,0
946.04,0,6,4,1,0.17,1,0.88,3,0
319.57,3,6,4,2,1.71,12,0.84,3,1
139.91,1,4,0,2,-0.3,3,0.33,3,1
1182.71,0,3,4,1,-0.61,1,0.13,0,0
19.99,2,7,4,1,-0.42,6,0.89,1,1
10.73,2,3,7,1,0.57,14,0.92,0,1
5.97,1,4,0,0,3.15,10,0.96,3,1
399.08,1,6,2,3,0.28,1,0.42,1,1
336.22,3,3,5,3,1.31,15,0.55,0,1
1328.25,0,3,0,1,1.01,4,0.16,2,0
13.82,1,3,0,2,-1.2,7,0.57,1,1
503.17,3,7,4,1,0.77,1,0.53,0,1
18.02,2,5,4,0,0.35,7,0.82,3,1
46.52,2,5,5,0,-1.77,16,0.5,3,1
1398.31,0,5,6,0,-0.31,14,0.39,3,0
1137.45,0,0,1,0,0.47,3,0.47,1,0
8.11,2,7,1,0,-0.06,14,0.09,2,1
591.91,3,6,0,0,0.67,8,0.1,3,1
136.97,3,6,0,3,-0.4,15,0.25,1,1
201.14,1,4,6,3,1.03,12,0.87,3,1
234.11,3,4,2,1,-0.83,16,0.02,1,1
544.26,0,1,3,1,0.47,15,0.34,3,0
24.84,2,4,6,1,-0.69,18,0.0,2,1
1226.22,0,2,4,1,0.31,8,0.16,0,0
506.32,0,6,2,0,-0.0,5,0.9,3,0
755.64,0,0,5,3,1.41,16,0.17,3,0
434.27,3,6,1,0,-1.09,7,0.9,2,1
17.97,1,2,7,3,1.15,14,0.86,3,1
22.57,2,3,6,2,0.24,6,0.01,3,1
1595.2,0,2,0,0,0.23,14,0.93,3,0
276.8,1,0,6,1,0.12,12,0.51,3,1
6.98,2,4,5,3,-0.86,4,0.07,0,1
827.48,0,7,0,3,0.11,20,0.38,1,0
848.04,0,0,3,3,2.19,10,0.1,2,0
463.98,3,2,1,2,-0.22,15,0.76,0,1
22.35,2,5,7,0,0.17,16,0.55,3,1
937.25,0,0,6,3,2.01,20,0.51,2,0
307.75,3,0,6,0,1.35,9,0.87,0,1
50.0,3,7,5,2,-0.3,2,0.16,3,1
56.39,3,6,7,3,0.43,3,0.58,1,1
1194.18,0,5,2,1,1.25,19,0.14,1,0
129.21,1,1,5,0,0.55,6,0.58,0,1
55.32,2,7,0,3,1.7,16,0.69,2,1
34.98,2,4,2,0,1.1,18,0.56,2,1
440.66,3,4,0,0,1.84,4,0.77,3,1
13.72,2,4,5,2,-0.18,16,0.79,2,1
21.57,2,1,7,3,0.29,5,0.48,3,1
4.05,1,1,7,3,0.76,11,0.24,2,1
7.95,2,3,0,0,0.28,10,0.52,2,1
775.6,0,4,2,3,0.36,7,0.28,2,0
16.28,2,6,7,1,0.58,17,0.39,3,1
0.01,3,2,1,0,-0.41,2,0.22,1,1
288.0,3,4,7,2,-0.17,20,0.04,3,1
9.62,2,7,2,3,-0.53,12,0.26,0,1
156.63,1,7,1,0,-0.81,11,0.63,1,1
375.35,0,3,4,2,-0.34,5,0.76,0,0
5.77,2,0,7,1,0.0,14,0.47,3,1
8.21,2,4,0,0,0.29,20,0.87,3,1
1396.28,0,3,7,3,0.8,18,0.38,0,0
34.51,2,4,1,2,-0.63,14,0.87,1,1
6.09,1,7,4,2,1.29,2,0.33,3,1
7.83,2,7,5,0,-0.4,5,0.37,3,1
1728.4,0,4,4,0,-0.98,20,0.07,1,0
48.25,2,1,6,0,-1.24,16,0.15,0,1
176.42,1,4,2,1,1.33,18,0.58,2,1
12.91,2,7,0,3,-0.84,12,0.38,3,1
296.04,3,6,7,1,-0.39,6,0.97,0,1
9.93,2,1,5,1,-0.1,7,0.77,3,1
547.83,3,5,7,0,-0.83,20,0.76,3,1
212.9,3,3,0,0,-0.46,12,0.76,1,1
932.88,0,4,2,3,-1.27,13,0.25,0,0
247.28,3,7,5,1,0.8,5,0.69,2,1
20.15,1,0,4,1,-0.48,16,0.44,2,1
1879.36,0,1,4,1,1.16,19,0.08,2,0
111.07,1,4,0,2,2.03,10,0.96,1,1
18.19,2,4,1,0,1.11,14,0.98,3,1
230.07,1,5,4,1,0.57,11,0.48,1,1
563.94,3,0,6,1,-1.54,2,0.07,2,1
167.17,3,1,6,1,-0.13,3,0.73,1,1
40.41,2,6,1,2,-0.53,12,0.92,3,1
1379.19,0,0,1,3,0.61,19,0.52,0,0
940.55,0,0,5,1,-0.55,3,0.68,3,0
80.66,1,7,0,2,0.89,19,0.25,1,1
15.85,1,4,7,1,0.38,13,0.81,3,1
472.37,3,7,2,1,0.06,12,0.44,2,1
1854.35,0,6,1,0,-1.44,6,0.33,2,0
115.65,1,1,1,0,-0.04,20,0.31,2,1
348.63,3,7,7,3,0.83,20,0.57,0,1
169.06,1,6,3,3,0.56,15,0.48,1,1
65.03,1,2,7,3,-0.09,1,0.44,2,1
537.59,0,6,5,3,0.94,12,0.62,2,0
1446.02,0,3,4,0,0.65,15,0.46,2,0
0.01,3,4,6,3,0.29,10,0.59,1,1
86.06,3,7,6,0,0.4,12,0.75,1,1
15.87,2,5,5,3,0.2,15,0.63,1,1
28.39,1,3,0,2,-0.29,10,0.71,0,1
20.26,2,7,7,2,-1.28,16,0.13,3,1
1130.3,0,7,1,0,-0.75,13,0.77,1,0
61.93,2,0,3,3,0.34,9,0.02,0,1
616.28,3,0,5,0,-0.94,2,0.5,1,1
978.04,0,7,1,2,-2.38,6,0.85,1,0
118.4,1,7,4,3,0.84,9,0.27,1,1
326.24,3,5,7,3,1.38,20,0.62,2,1
905.91,0,1,7,3,-0.29,5,0.9,2,0
657.33,0,6,2,2,0.89,20,0.36,0,0
27.57,2,4,7,1,-0.28,1,0.7,3,1
27.96,1,5,0,1,-0.94,2,0.02,0,1
113.95,1,4,2,3,1.86,20,0.43,3,1
35.55,2,5,1,0,-0.5,1,0.75,3,1
12.58,2,3,6,0,0.41,11,0.07,1,1
1089.02,0,6,3,0,1.32,12,0.4,1,0
95.19,3,1,7,3,-0.5,20,0.04,1,1
249.85,3,3,5,1,-0.59,17,0.54,1,1
12.46,1,1,0,2,-1.14,13,0.38,1,1
90.18,2,6,7,3,-0.2,1,0.66,1,1
708.21,0,1,6,0,0.04,19,0.35,0,0
871.83,0,7,1,3,1.58,9,0.42,2,0
24.47,2,3,7,0,-2.27,19,0.19,2,1
29.33,1,7,4,2,-0.43,17,0.01,1,1
19.21,2,0,6,3,-0.86,20,0.35,1,1
16.12,2,4,1,2,0.7,11,0.84,3,1
37.68,2,4,6,0,-0.83,3,0.55,2,1
15.17,2,7,1,2,-1.86,15,0.57,0,1
41.6,1,1,2,2,0.33,2,0.23,2,1
851.82,0,0,0,2,-0.05,1,0.25,1,0
148.05,1,5,7,2,-0.85,17,0.34,3,1
951.72,0,2,5,2,-1.39,5,0.81,1,0
43.35,2,7,0,0,1.16,17,0.97,3,1
195.67,3,3,4,1,-0.82,13,0.68,3,1
490.03,1,2,7,1,0.69,2,0.36,2,1
31.53,1,4,0,0,0.43,12,0.85,1,1
1374.95,0,0,1,1,-1.25,18,0.05,3,0
370.21,3,5,4,2,0.27,17,0.85,3,1
191.51,3,3,4,2,-0.21,6,0.5,3,1
10.64,2,3,0,0,0.97,14,0.36,1,1
52.85,1,1,1,0,1.17,14,0.91,0,1
1205.38,0,5,4,2,-0.43,10,0.69,0,0
346.26,3,4,7,1,0.12,8,0.52,2,1
4.72,2,0,6,0,-0.15,4,0.01,2,1
20.15,1,0,3,3,0.91,3,0.07,0,1
219.78,3,5,5,2,-1.05,9,0.36,2,1
12.83,2,3,0,3,-0.16,15,0.45,1,1
20.83,2,3,1,1,1.15,3,0.84,0,1
58.13,1,7,4,3,1.89,8,0.48,3,1
14.87,1,1,5,1,-2.04,2,0.31,0,1
416.88,3,7,1,0,0.13,16,0.24,2,1
702.93,0,6,1,2,1.38,1,0.16,1,0
22.37,2,2,4,1,-0.72,16,0.76,2,1
7.68,1,4,2,3,-0.11,1,0.82,0,1
61.4,1,7,4,0,0.28,2,0.58,0,1
170.25,1,5,1,2,1.45,5,0.04,1,1
1438.92,0,4,4,2,-0.54,11,0.13,1,0
63.76,1,3,0,0,0.58,13,0.44,3,1
9.86,2,0,3,1,-0.54,20,0.92,2,1
205.39,3,3,6,1,0.29,19,0.88,3,1
174.1,1,2,5,1,0.62,13,0.06,3,1
98.93,1,7,5,1,-1.5,3,0.86,3,1
68.13,2,1,2,0,0.1,11,0.79,0,1
141.69,3,5,1,2,0.8,7,0.7,3,1
13.44,1,3,7,3,1.06,6,0.33,3,1
7.42,2,2,7,3,-0.25,18,0.44,0,1
15.19,2,0,2,2,-0.45,9,0.69,1,1
499.69,3,7,1,3,1.69,13,0.98,1,1
14.52,1,0,0,3,3.86,15,0.15,2,1
16.8,2,0,0,0,0.18,13,0.44,1,1
20.22,2,2,7,2,-0.83,20,0.56,1,1
706.74,0,3,7,3,-1.04,9,0.06,0,0
1260.53,0,7,1,0,-0.9,18,0.27,0,0
1054.08,0,6,6,1,1.41,11,0.58,2,0
20.61,2,1,4,0,1.44,1,0.25,2,1
47.11,1,6,2,2,0.71,2,0.86,2,1
30.84,2,0,4,0,-2.25,20,0.77,2,1
132.39,1,1,5,2,-1.63,16,0.16,3,1
102.27,1,3,0,2,0.11,11,0.36,2,1
135.79,1,3,5,2,-0.17,8,0.32,0,1
149.0,1,4,7,1,0.05,13,0.43,2,1
131.88,0,3,3,0,0.61,6,0.14,1,1
502.57,3,5,7,2,0.49,13,0.31,1,1
23.3,2,0,0,0,-1.68,10,0.24,1,1
419.5,3,5,1,3,0.95,2,0.04,2,1
87.0,1,0,7,0,0.69,8,0.77,2,1
852.02,0,3,4,1,0.33,14,0.56,1,0
3.17,2,5,7,0,-2.3,4,0.1,0,1
84.34,1,0,5,2,-0.26,9,0.77,2,1
15.14,2,4,5,2,-1.61,8,0.79,2,1
18.0,2,5,7,3,-0.35,6,0.94,0,1
17.24,2,4,5,0,0.31,3,0.87,0,1
1014.19,0,0,2,2,-0.64,12,0.31,3,0
73.03,1,1,2,2,1.58,19,0.22,2,1
977.23,0,0,3,1,-0.49,14,0.34,3,0
1013.33,0,0,7,1,0.32,9,0.57,3,0
306.34,3,1,5,3,-0.62,5,0.07,0,1
9.94,2,3,6,0,-1.4,19,0.85,1,1
20.25,1,1,2,2,0.85,5,0.63,2,1
423.35,1,7,3,3,-0.17,6,0.65,2,1
1127.0,0,4,4,2,0.33,1,0.76,2,0
2.01,1,4,4,1,1.48,4,0.15,0,1
21.1,2,5,6,1,0.01,8,0.23,0,1
43.35,1,5,4,1,1.35,14,0.6,1,1
484.27,3,0,7,0,-0.14,15,0.91,3,1
126.33,1,3,7,3,0.98,19,0.36,1,1
238.08,3,6,1,3,-1.66,6,0.97,3,1
838.13,0,6,7,1,1.7,14,0.2,1,0
695.03,3,3,3,3,-0.8,19,0.06,3,1
1266.46,0,4,6,3,-0.84,14,0.08,0,0
1058.29,0,5,0,0,0.84,8,0.8,3,0
0.01,3,7,3,2,-0.76,8,0.69,2,1
150.88,3,4,0,3,0.42,4,0.5,1,1
11.28,2,4,0,3,0.04,2,0.43,0,1
665.86,0,3,5,1,0.03,17,0.64,2,0
685.78,0,0,3,0,0.97,7,0.7,0,0
26.77,2,6,1,1,0.43,10,0.38,0,1
20.05,2,0,1,2,0.98,1,0.58,2,1
131.65,3,7,6,0,-0.33,11,0.49,0,1
690.8,3,6,0,3,-1.0,9,0.06,0,1
9.35,1,5,4,3,-0.55,8,0.36,3,1
50.74,1,1,7,2,-0.64,5,0.45,3,1
516.64,3,0,1,1,0.57,19,0.71,0,1
1005.11,0,2,0,3,0.07,1,0.86,0,0
112.69,1,1,5,1,0.75,19,0.15,0,1
19.27,2,1,2,2,-0.5,12,0.38,1,1
282.24,1,0,2,0,0.81,3,0.0,2,1
1233.01,0,0,6,3,1.46,4,0.35,0,0
364.63,3,1,5,3,1.92,7,0.28,3,1
85.03,1,2,0,1,-2.56,4,0.83,0,1
10.8,2,6,2,3,-2.15,5,0.09,0,1
223.02,1,0,6,0,0.41,9,0.48,1,1
29.67,1,3,6,0,-0.95,1,0.48,3,1
4.02,2,0,0,3,0.41,18,0.03,2,1
49.25,0,5,4,2,0.12,18,0.96,2,1
232.6,3,4,5,1,0.96,12,0.26,3,1
58.09,2,4,6,1,-1.06,12,0.59,0,1
10.93,2,0,1,0,0.21,1,0.47,3,1
212.76,0,3,3,1,-2.03,12,0.91,3,1
1446.12,0,1,5,0,0.9,4,0.84,0,0
68.58,1,4,3,1,1.43,7,0.91,0,1
2.56,1,6,4,3,-0.11,19,0.1,3,1
798.68,0,0,0,1,-0.27,11,0.83,1,0
160.17,1,2,7,2,-1.4,13,0.35,2,1
449.23,3,4,0,1,-0.68,9,0.76,1,1
211.78,1,5,7,0,-0.61,10,0.42,3,1
39.49,2,7,3,2,-0.51,4,0.98,2,1
418.95,3,6,2,3,-2.44,1,0.96,1,1
33.41,1,1,2,3,-0.99,17,0.08,1,1
12.33,2,0,6,1,0.04,8,0.1,2,1
414.48,3,6,7,3,-0.25,15,0.45,1,1
50.62,2,2,4,3,0.49,15,0.75,3,1
422.74,3,2,2,3,-1.0,3,0.44,1,1
1302.54,0,0,0,1,-2.38,14,0.56,1,0
29.91,2,6,2,0,0.35,13,0.74,1,1
360.84,3,1,2,2,-0.32,6,0.4,0,1
520.14,0,0,5,3,0.27,3,0.96,3,0
135.82,3,1,7,3,1.15,2,0.7,1,1
754.45,0,6,6,1,0.67,5,0.68,1,0
190.41,3,5,4,3,0.65,8,0.95,1,1
1478.03,0,0,5,0,0.39,12,0.74,1,0
486.09,1,5,0,1,-0.67,3,0.3,0,1
10.93,2,5,5,3,1.7,14,0.45,2,1
800.91,0,6,6,1,-0.39,14,0.22,1,0
200.26,3,5,5,3,1.11,5,0.3,2,1
147.59,1,0,0,1,1.47,14,0.92,3,1
6.9,2,2,2,0,0.4,13,0.78,3,1
486.64,3,4,3,0,-0.49,13,0.92,0,1
16.35,2,7,4,0,-0.31,11,0.45,1,1
345.23,3,5,7,3,-0.5,19,0.93,3,1
257.49,3,3,1,3,-0.91,14,0.72,0,1
481.05,0,3,1,3,1.18,10,0.66,1,0
386.19,0,4,1,0,-1.66,4,0.34,0,0
480.97,3,6,2,0,-0.8,3,0.45,1,1
429.33,3,0,6,2,-0.55,3,0.17,3,1
18.73,2,5,0,0,0.57,10,0.5,0,1
36.33,1,7,7,1,0.09,17,0.16,2,1
8.93,1,1,0,2,1.4,19,0.62,2,1
33.34,2,3,6,0,-1.26,13,0.3,1,1
31.08,2,4,4,3,1.71,13,0.18,0,1
150.17,1,2,0,2,0.97,11,0.3,1,1
753.39,0,5,4,2,0.76,4,0.29,1,0
52.55,1,1,4,3,-0.77,1,0.63,3,1
1324.06,0,5,2,1,0.6,2,0.38,0,0
7.67,1,5,1,1,-0.06,14,0.14,0,1
102.19,1,3,3,0,-0.73,1,0.42,0,1
37.03,2,4,0,1,1.18,14,0.29,0,1
572.35,3,2,2,1,-1.93,8,0.34,1,1
65.05,1,0,3,1,1.91,11,0.75,3,1
321.21,1,0,1,3,-0.76,10,0.65,1,1
1.26,3,6,1,1,1.27,3,0.92,3,1
14.05,2,7,4,0,0.38,2,0.32,2,1
16.34,2,4,7,0,0.02,1,0.11,1,1
35.44,2,6,2,1,1.21,2,0.32,0,1
1436.61,0,3,2,2,-1.29,18,0.29,1,0
1052.69,0,2,6,2,1.77,10,0.24,3,0
508.34,3,5,6,2,-0.15,11,0.26,2,1
0.01,3,5,0,2,1.3,7,0.7,0,1
74.69,1,3,0,2,-2.11,6,0.03,2,1
18.65,2,6,7,3,0.89,16,0.88,0,1
586.25,0,2,2,0,-0.78,3,0.88,0,0
1890.99,0,3,5,0,-0.51,12,0.13,0,0
423.34,3,0,6,2,0.01,1,0.12,2,1
570.37,3,5,3,3,0.35,14,0.92,2,1
493.15,3,4,7,2,-0.4,11,0.0,1,1
293.25,3,2,5,1,0.67,6,0.83,0,1
14.16,1,7,3,0,0.96,8,0.58,2,1
131.5,1,4,1,0,-0.69,14,0.16,3,1
25.31,2,0,1,0,0.49,18,0.81,0,1
4.64,1,6,1,3,-1.55,1,0.2,3,1
165.17,3,4,5,1,1.06,3,0.6,0,1
988.98,0,5,2,2,1.56,4,0.13,0,0
67.54,1,2,2,3,-1.93,18,0.93,1,1
54.85,2,1,4,1,-1.28,20,0.69,3,1
200.02,3,7,2,1,0.84,18,0.68,1,1
9.9,2,5,4,1,1.09,16,0.49,1,1
1319.28,0,0,7,3,-0.09,7,0.46,2,0
93.5,1,1,1,2,2.08,4,0.21,1,1
408.92,3,7,6,0,0.35,12,0.15,1,1
376.6,3,7,1,0,1.76,15,0.25,2,1
1446.11,0,2,1,3,0.61,11,0.03,0,0
